,text,label
4839,이승만  죽이기는  북한의  대남공작이다,0
4840,"유인태, 찢은 천벌받을 새끼다 ㅋㅋㅋㅋㅋㅋ",1
4841,이미 정치적으로 사망 상태인데 왜 탄핵을 시키냐? ㅋㅋㅋㅋ,0
4842,느규 유동규 근황 ㅋㅋㅋㅋ 코메디가 따로 없네 ㅋㅋㅋ,1
4843,이상민도 탄핵 못 시킨 것들이 윤석열 탄핵이래 ㅋㅋㅋㅋ,0
4844,현 찢렬이 정권의 수준,0
4845,이승만 욕하는 1찍들이 김일성은 빨아댐 ㅋㅋㅋㅋㅋㅋ,0
4846,파 500그램에 26000원이닷 찢렬아.. 물가 못잡으면 내려와,0
4847,런승만 이거 완전 개새끼네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
4848,파값도 하나 못잡는 병신이 의사를 잡는다고 아이고,1
4849,소년공 시절에 팔 장애가 생겼다던 찢 ㅋㅋㅋㅋㅋㅋㅋ,1
4850,무자원 유럽의 미래 = 독일의 현재. ㅎ,0
4851,퓨틴 인터뷰에 발작하는 유대금융 식민지 백성들 ㅋㅋ,0
4852,천공 조문 안하는게 맞다?,0
4853,이상민 탄핵 9대떡 기각 ㅋㅋㅋㅋ 뭐?? 윤석열탄핵???,0
4854,천공 창녀가 인재를 만든다.,1
4855,국제망신와중에도 권위수호????,0
4856,리어카 하나에30명이 붙었다??,0
4857,윤석렬 특활비 147억 공개한다 ㄷㄷㄷㄷㄷㄷㄷ,0
4858,법조인들이 감방갈까봐 특검종결못해,0
4859,"영국 이코노미스트 ""윤석열 경제성적, OECD 2위""",0
4860,룸싸롱아가씨영부인타도ㅋㅋㅋㅋㅋㅋ조국출전!,0
4861,외신들한테 실컷까이고도 언급안하는새끼,1
4862,파값 하나도 못잡는 병신 정권이 뭘 한다고 ? ㅋㅋㅋㅋ,1
4863,느그 유동규 아이고 배꼽빠져,1
4864,의사들 수술 안하면 검사들이 수술하면 되냐 찟렬아 ㅋㅋㅋ,0
4865,찢렬이 의사면허 최소하기전에 탄핵이 더 빨라 보인다 ㅋㅋㅋ,0
4866,문재앙과 비교되는 윤석열 일처리 능력 ㅋㅋㅋㅋ,1
4867,연예인은 버러지 쓰레기임,1
4868,주신아 울 아버지가 뭔순사여 쳐돌았음?,0
4869,안중근 김구 이승만 안창호 ... 이런 부류들,0
4870,'힐러' 드라마를 역주행 했는데,0
4871,안창호는 일본때문에 망하는것이 아니라 내부거짓말 때문에 망할수 있다고 경,0
4872,축구 이슈에 좌파정치인이 침묵하는 이유?,0
4873,지들의유일한 무기가 조중동이랑 벤드웨건인데 언론은 87년 전두환항복때문에,1
4874,"박지훈 = 일본 만화 애니만 처보니 토착왜구, 애비는 순사",1
4875,"배현진 UN발언은 국제정치,k-방산",0
4876,유시민에 대통령실 발칵,0
4877,친일세력의 병신소리,1
4878,김치는 유럽 방산 현대화 조건걸고 UN상임이사국 진출,0
4879,"텍샤스 공화국 탄생 초읽기, 트럼프 연방대통령 불가능",0
4880,"영화 판도라 쳐 보고 한 짓이나, 서울봄,건국뎐 쳐보고",0
4881,찢렬이 최신근황 ㄷㄷㄷ,0
4882,"일본 호오를 떠나, 중국보다 일본을 싫어한다는건 이념과 부역 외로는",0
4883,이재명 꼴통,1
4884,진중권 개박살,0
4885,쥴리목격자,0
4886,힌동훈 좆됐네,1
4887,그러니까 모든 질병의 애비가 흑인임,1
4888,그러니까 모든 질병의 애비가 흑인임,1
4889,억울히 유산 뺏긴 인생썰과 정치계 안알려진 배후세력들,0
4890,게이들 Y유전자 조사해봐야 됨,1
4891,결론 : 게이들 Y유전자는 흑인?,1
4892,검둥이 좆이 크다는 낭설이 다 뻥이었다는 거지...,1
4893,배구선수 유니폼이 매우 타이트한데 헐...,0
4894,검둥이들은 대체 왜 그러냐?,1
4895,캐나다에서 흑인남이 여자 배구선수로 출전 ㅠㅠ,0
4896,이승만은 친일파 등용하여 농지개혁 방해하였다,1
4897,충청도설민심=세수펑크에도부자감세하고 근로자세금폭탄,0
4898,죄국이 신당 창당 골때려,0
4899,"[22대 총선 인천계양을] 인천 최대 관심, 이재명·원희룡 대결",0
4900,"건국전쟁 누적관객수(2/12) ~~~~~~~~~ 329,947명",0
4901,윤정부님 힘내세요  국가혁명당 허경영 힘내세요,0
4902,나 여잔데,0
4903,애초에 좌파식 민주주의가 틀려먹은게,0
4904,"북한 ""신형 장사정포 개발…탄도조종체계 시험""",0
4905,소름인게 종교계 진보언론 경향이 극우언론 산케이와 협력관계,0
4906,한국 노인들과 여자들만 더욱 살기좋아진뒤 현재상황,0
4907,경향언론지 일본 극우언론 산케이와 협력관계인게 뭔가 싸하네,0
4908,노량해전에서 시마즈 가문 대부분 죽은 듯,0
4909,창두열두열창 <--- 사이버 포뮬러 앙리 정신질환 중증임,1
4910,듣보를 내세워도 용산 권영세 뚜까패누..ㅎㄷㄷ,0
4911,이승만을 박정희가 굉장히 싫어했어.,0
4912,"건국전쟁이고 나발이고 씻고 자라,",0
4913,건국전쟁 오늘 하루만 8만8천명 관람,0
4914,트럼프 당선되면,0
4915,푸아티에 전투와 세키가하라 전투의 공통점,0
4916,"애플, 창립 40주년 맞아 애플 '리사' 소스코드 공개",0
4917,尹 명품백 입장에 신평 “뼈 깎는 개선안 내놔야” 김경율 “나도 아쉽다”,0
4918,"변희재'한동훈 더이상 도망 못간다""",0
4919,한국 핵무장해야 한다~!!!!!핵무장해야한다~!몰래~!,0
4920,"성경에 ""제비뽑기의 결과도 하늘의 뜻이다""",0
4921,나경원은 재판좀 받아~!!!!!,0
4922,조국이가 설친것은 윤잘못 맞는 거 같은데 이상하네~!,0
4923,참으로 아름다운 밤이다,0
4924,후티 개민련 이삭줍기 과연 성공할까?,1
4925,저 병신 중공척결 틀딱 새끼는 진짜 속고만 살았나,1
4926,이회창이 뭐 어지되었간. 문재인 지지. 윤석열 비난.,0
4927,223.39중공척결 윤빠 병신아 한나라당 시절부터 이회장 지지했다고,0
4928,한국에 있으려니 깝깝하지? 또 독일간다는 소리나오네 ㅋㅋ,0
4929,김구 지지자는 친중성향 좌파 VS 이승만 지지자는 친미성향 우파,0
4930,저넘.07년.이회창지지면.이명박 떨어뜨리려고.,0
4931,김구가 왜 이승만보다 높게 평가되어야 하는 합리적 이유가 있을까?,0
4932,정사갤러님들223.39 천멸중공하는짓 보세요 제가 실제 활동하던 닉과,0
4933,홍준표가 산송장인 이준석을 불러줄까?,0
4934,나도.아무글 긁어오면.골수운동권 진보운동가될수있지.,0
4935,"동훈아, 마포 니가 가라",0
4936,윤석열 한동훈 pc 국힘좌빠 천멸중공 새끼가 악질 사기꾼인 이유,0
4937,스누라이프 사이트 구매이용필요하신분!,0
4938,이재명 민주당도 안하는 비동의 강간법타령하고 이민청 설치하려는,0
4939,서성한  학벌에대한  환상  바로  깨줌 JPG,0
4940,저넘이.불쌍한게.,1
4941,이재명과 민주당은 그래도 윤석열 한동훈과 달리 비동간법 반대하고,0
4942,김대중을 우상화 시킨 사람,0
4943,정치인만 까라고 일반인까지 인종주의적 접근하지 말고,0
4944,이번 총선은 구국의 심정으로 투표한다.,0
4945,일베 티를 내니까 지운거지,1
4946,일반인 유언비어 정보공유하는 대통령 내외,0
4947,이재명 욕하는 새끼가 댓글지우는거 보니,1
4948,이준셕 커피짤 ㄹㅇ 레전드네 ㅋㅋㅋㅋㅋㅋ 미친새끼 이기적인거보소 ㅋㅋㅋㅋ,1
4949,39.7 그런 너는 왜 이런놈을 지지함?,1
4950,중국이 키운 박정희와 중국이 공격한 전라도 5.18 민주화운동,0
4951,이재명 몰아내서 주사파들로부터 정통민주당을 지켜라,0
4952,이준석이 설득 과정이 있어야 총선에 선전하고 당을 깨는 명분이 생기는거지,0
4953,박정희 말년을 보면 그는 하나님에게 대적한 통일교 사탄세력,0
4954,김대중에 대한 가짜뉴스가 진짜 많은 듯 일베들이 뿌린,1
4955,서울사람 괴롭히며 돈 뜯어가는 넘들 죄다 절라도넘들,1
4956,이낙연파들이 민주당으로 돌아가려고 저러는건데,0
4957,명절에 일하는 여자 몇명이나 됨?,0
4958,39.7 마약꼽은 컨샙이냐?,0
4959,알바곧 사형임,0
4960,불새 분탕알바 건당얼마받냐? 700원?,0
4961,서울에서 깡패짓하면서 서민들 괴롭히던 것들이 전부 절라도넘들이었네,1
4962,알바없던 시절에는 선동이라는 단어가 없었어.,0
4963,지랄 과 병신,1
4964,상하차 나 하자니까. 어린놈이 깡이 없네,0
4965,397이새끼는 도라인가?,1
4966,사격선수 진종오 영입한 국힘당,0
4967,얼굴까고 이름까면 무슨뜻인지몰라?,0
4968,야권 병신,1
4969,반페미는 성재기지.  이준석은 프래임원툴,1
4970,홍준표 관사 리모델링 비용이 1억도 안들었는데 그걸 트집 잡네,0
4971,돈받고댓글다는것들 특징 싸가지존나없음,1
4972,깃발아 니 수박이냐. 경인선이냐?,0
4973,"한국엔 윤석열 싸이코, 미국엔 트럼프 싸이코.",0
4974,이준석이의 장점이 반페미 남페미들의 무지성 지지가 있어서,1
4975,논객이 다얼어죽었냐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4976,주인따님 지키는게목적인 알바년들ㅋㅋㅋㅋ,1
4977,그러면서 뭔 논객이야. 배트맨 조커만도못한 악당새끼,1
4978,통구이알바야 한지윤은 니들한테는 공주님이지?,1
4979,알바좀 제대로된놈골라라 전부 정신병자노,1
4980,당연히 본인이 인정하지 안그럼 아빠가작살나는뎈ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4981,조민 본인이 입시비리 모두 인정했는데 좌빨병신들은,1
4982,일베 틀딱단체관람했니,1
4983,하여간 좌좀년넘들은 조국도 죄가 없다고 거품물었었지,1
4984,오늘도1찍빨갱이+상납견정신병자들석잘빨아먹고갑니드아,1
4985,60/70/80 일베노인들이 고독사로 죽고 있습니다.,1
4986,문재인·이재명 간첩죄 증거(고의성 입증),0
4987,상납견주파딲새기야이미지풀어라존만이새끼들아ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
4988,중정갤1찍+상납견댓글알바쓰레기들총선에투입되서조용하노?ㅋㅋㅋ,1
4989,"👺. 이재명의 김우영 vs 강병원 빠는 고민정,  임종석 빠는 TV조선",0
4990,1찍들리락련센세한테줄잘서라햇노안햇노?컄ㅋㅋㅋㅋ바로칼삭떄리노?ㅋㅋㅋ,0
4991,"디시, 딴지 양갈보 양공주들이 외신에 민감한게",0
4992,검사사칭?,0
4993,한국군이 월남전에서 보인 잔인함은 배운것,0
4994,"k-파우치를 BBC, CNN가 동타임 물고 흔들고 찢는게",0
4995,검사 사칭 = 뒤통수,0
4996,조국센세가있어서대선까지든든하노?컄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
4997,대구 70대 일베노인 고독사를 보면서,1
4998,尹퇴진을 위한 연동형제?,0
4999,구국의영웅윤카까질이나하는중정갤1찍+상납견벌레새끼들을,1
5000,"이공계= 좁고깊게, 인문계=넓게누적",0
5001,변희재에게는 자신을 지켜주고 관리할 주적 계영배가 필요함.,0
5002,"진보좌빨년넘들은 왜 반통일세력 북괴,짱깨 좋아함?",1
5003,1찍+상납견개벌레새끼들은형따라복창해라컄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
5004,"변희재에게 요구되는 것은 주적 1, 우군 99 이건데,",0
5005,중정갤상납견개벌레고닉주파딱새끼들전부고닉버리고튄게웃음벨ㅋㅋㅋㅋ,1
5006,0석따리상납견새끼들지들개좆망한거이젠직감햇는지요즘안기어오름ㅋㅋㅋ,1
5007,"절라도것들은 절대로 민주시민, 정의시민 아님",0
5008,펨코정갤개쓰레기좆병신들아정치사기꾼양아치인거이제알았노??,1
5009,대학전공에서 (이공계 아닌한) 성공비결 = 뒤통수,0
5010,인생은 뒷통수 한방 무조건 돈이다,0
5011,"부영그룹  회장,  '신생아  1명  낳으면  1억원  지급'",0
5012,빨갱이라면 사족을 못쓰는 그곳과 그짝 사람들,1
5013,"남쪽 다꾸왕 나라 노인 고독사. AV테이프 15,000개 유품",0
5014,보수가 더 법을 어기냐?  진보가 더 법을 어기냐?,0
5015,하여간 한국 진보좌좀 년넘들은 악마같은 종자들이야,1
5016,홍어를 뛰어넘는 견상도 특수 빨갱이들,1
5017,이낙연은 반이재명 친윤석열,0
5018,절라도 좌좀들이 한국에 미친 악영향,0
5019,"통일의 기회 막은 북괴,짱깨 똥꾸멍은 잘빠는 것들이",0
5020,추첨으로 미.취업비자(H-1B) 발급. 미유학생 끝,0
5021,"자기나라 잿더미 만든  빨갱이 북괴, 짱깨 똥구멍 잘 빠는 넘들이",1
5022,절라도 좌좀넘들은 항상 경상도 좌좀 노예짓만 함.,1
5023,중. HBM메모리 생산박차 (미국장비 수입허가),0
5024,악마같은 진보좌빨넘들 자기들이 만나고 싶다고 하고 선물주고,1
5025,"운동권 제거가 독립운동 폄하면, 제거하고 폄하해야. 반드시",0
5026,중국발 미세먼지 한반도 뒤덮어,0
5027,"진보좌빨년넘들은  괴담질, 조작질, 선동질, 데모질 빼면 정권 못잡지.",1
5028,샤넬백 오른데 실질적 디오르,0
5029,알바들 아침선창 잘 안먹히네ㅋㅋ,0
5030,개신당 민주당 편입되나??,0
5031,"광주, 전라 반대로만 하면 됨.",0
5032,감찰가족 천룡인ㅋㅋㅋㅋ,0
5033,한동훈 또 미친소맄ㅋ,1
5034,한동훈 부인때문에 김건희빡칠듯,0
5035,윤석렬 김건희결혼이유,0
5036,"빨갱이 정율성 거리, 박물관 만드는 절라도 광주",0
5037,알바들 왜 화났냐?,0
5038,광주민심이 전국민심이랑께,0
5039,쥴리 국민은 바보야,0
5040,선거신경쓰는척,0
5041,부모찬스가 아니라 이건 아인슈타인급ㅋㅋㅋ,0
5042,"광주, 전라 윤석렬 못한다, 90%",0
5043,댓글달지마 죽인다?,0
5044,지지율 누가 믿는다고 자꾸올려.,0
5045,지지율 올리지말랑게,0
5046,"尹 지지율 39.2%,8개월 만 최고…국힘 40.9%, 민주 41.8%",0
5047,건국전쟁 박스오피스 3위  상영관 즉시 확대해라,0
5048,형회장이 이재명이라고? 난 윤석렬같던데.,0
5049,니가무슨왕이야ㅋㅋ어휴 정신병자냄새,1
5050,천박한건 너에대한 팩트지,0
5051,천박하긴,0
5052,짐은 니엄마한테 니가짐이고 정신병자야,1
5053,저건 교양이 없어 니가 뭘 줘 ?,0
5054,갤 갖고싶니? ㅋㅋㅋㅋ,0
5055,짐은 말이다 그냥 정리하는 자 이다.,0
5056,불새야 형이갤줘?,0
5057,알바좀 정상적인 애들좀 써라 전부 정신병자냐 어째.,1
5058,생활체육으로 복싱좀했다고 니가 날 이길거같어?,0
5059,ㄱㄱ전화라도하자,0
5060,아니 나 맞는거좋아해.,0
5061,내가 너같은걸 패면 그녀가 얼마나 실망하겠냐,0
5062,자라 쫄보들아. 명절인데.,1
5063,헨댈아 전화좀 해바 날짜잡자,0
5064,만나면 아이구 아우님 형님 이럴새끼들이.,1
5065,여자들은 머릴 깔때하고 내릴때 하고 차이가 크구나,0
5066,방구석 여포들 납셨다 아주 귀여운것들.,0
5067,좆만이들이 개기네 우짜쓰까잉 ㅇㅇㅇ,1
5068,술안끊으면 3년도못넘길듯,0
5069,왜남의갤 더럽히는거야 이것들이 정말.,0
5070,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
5071,지면다시는 정사갤안오기.,0
5072,탈갤빵으로하자니까?,0
5073,헨델아 니 애미가 그랬다며 너도 같이 풍성하게 놀아 깝치지 말고,1
5074,불새 저 쓰레기는 이제야 본색을 드러내네 자신있으면 담벼 보던가,1
5075,하자니까 스파링 상하차 어린놈이 이득 아님 ?,1
5076,내가 맨날 누구처럼 새벽에 있나 내일 연휴야 병신아,1
5077,핸델 쌍놈은 니 애미랑 놀아야 ㅇㅇㅇ,1
5078,새벽 3시에 전화를 하래 미친놈인가,1
5079,그니까 용기가 무엇이냐 왜 피하지 ? 어린 놈이 ?,1
5080,정갤에 박지훈이나 불새 저런 쓰레기들이. 없어야 되는데,1
5081,15년차 정치토론갤주한테 무식하다는놈은 니가처음이다.,1
5082,상하차 하자니까 찐따새끼야,1
5083,이씨발롬아 니가누군지 특정도안되는데 왠만한 욕햇다고고소당하냐,1
5084,고소해봐 시발ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
5085,지금 시발롬아 교양이랑 인성 운운하는 십선비새끼가 ㅋㅋㅋ,1
5086,욕가지고 인터냇에서 지랄떠는 새끼는 첨보네 ㅋㅋㅋㅋㅋㅋㅋ,1
5087,ㅋㅋㅋㅋㅋ 어머 어쩌냐 정신병원은 니가 가야 할거 같은데,1
5088,상납견핵1정은새끼신당좆망하니까이미지막아놓은거봐라컄ㅋㅋㅋㅋㅋㅋ,1
5089,금치산자새낔ㅋㅋ,1
5090,수박년이 김대중정신논하네 나치빨갱이년,1
5091,이준석 지혼자 잴먼저 커피 처먹는거 봐라 지밖에 모르는 미친새끼 ㅋㅋㅋㅋ,1
5092,이준석 커피 싸가지 영상 뵜냐? ㅋㅋㅋㅋㅋㅋ 완전 사이코새끼임,1
5093,니 대가리로 생선이나 잡아,1
5094,윤석렬 또 병신짓ㅋㅋㅋ,1
5095,윤석렬 씨발새끼 수간할때 김거늬는 보지 비비느라 정신없지,1
5096,"이승만 빠는 새끼는 지 애미,애비 안패냐? 좆나 팰것 같은데?",1
5097,■■※■■돼지새끼 창녀랑 노래한다 ㅋㅋㅋ■■■■■,1
5098,좌배 까는건 ㅇㅂ,1
5099,집에 롱 패딩만 세 개다. 10년 더 입어야지 ㅋㅋ,0
5100,개소리야 니가 빨갱이를 옹호하고 드루킹을 ㅇㅇ짓이라고 말못해서 삐진거야 빨갱아,1
5101,세탁이라고 봐도 된다,0
5102,애새끼가 초딩도 아니고 ㅋㅋㅋㅋ ,1
5103,731부대의 후예라 그런지 가학적인 아이디어는 세계최고임 이래서 애교만 떨어도 돈 벌리는 한국에 기를 써서 진출하려고 하지조센남자들은 또 이쁜여자만 보면 사족을 못쓰며 공주대접해주는 놈들이니,1
5104,재앙이한건햇노,1
5105,글쓴이 와꾸 승리에 비하면 방사능 피폭 원숭이 일듯..,1
5106,마 씨발련 아 몇평이고 맷개드갔노 니 대하이햄하고 해밨나,1
5107,은행에 대출 상담 받으러 가보면 직업의 귀천 바로 알려줌,0
5108,ㅋㅋㅋㅋㅋ,0
5109,ㄹㅇㅋㅋㅋ,0
5110,우리지역군데 금태섭 뽑으면 안되지? 그래도 자한당 뻡아야겠지?,0
5111,꽃다발사들고 알바하는곳찾아가서 무릎꿇고 '내 마음을 받아줄래 지영아?' 하면 바로 넘어온다 여자들 이런거 존나좋아함,1
5112,박근혜 안빠는데  보수통합 3원칙 인정함 ,1
5113,대가리에 필터없는 연봉 30억 강사vs대가리가 없는 용접공,1
5114,백정주제에 라고하는걸 비하라고 느낀다면 본인조차 직업에 자부심이 없는건데 ,0
5115,이게 다 백인 탓이랑께,0
5116,뭐저런 골빈 ㄴ이 다있냐 ㅋㅋㅋ 저런게 학원강사라고? 애들이 불쌍,1
5117,마감시간 다돼서 떨이하는 고기 사먹으면 식중독 518퍼네아 오래 된 것도 새 거처럼 둔갑해서 다음날 팔테니 떨이라는 개념이 아예 없을라나 ,0
5118,열사발 들이켜도 아깝지 않음,0
5119,정신병자 천국이구나,1
5120,으따  옷 이딴건  필요 없당깨 현금으로 달랑깨 !,0
5121,?,0
5122,난 사이트 마다 아이디/비번 다 다르고 난이도 높음엑셀 파일에 모든 아이디/비번 / 계좌정보 등등 다 들어 있고이 엑셀 파일에 비번만 기억함,0
5123,깍새들이 시발 존나강요하더라,1
5124,리뷰쓴 새끼가 쓰레기 맞지저건 ㅋㅋㅋ 존나 악랄하게 사진찍어 올리는데,1
5125,ㅋㅋ ㅇㅈ 저런거에 앉아어 감전사 당할 수도,0
5126,틀딱 씨발새끼들아 다꺼져라 냄새나니까,1
5127,근데 그것 요즘 살짝 트렌드 지났더라.,0
5128,군대에서 여군이 필요한가,0
5129,ㅋㅋ복수할겨,0
5130,내가 세금 안내면 너 같은 동사무소에서 프린트나 하는 새끼는 월급 못받고 굶어 뒈져야 돼 병신새끼야.,1
5131,면도 뭔 스머프모자 쓰고왓네,0
5132,사형 예지!,0
5133,당연히 많이볼수밖에...,0
5134,흑종원 ㅋㅋㅋㅋㅋㅋㅋㅋ,0
5135,=> 난 그런 말 한 적 없는데? ㅋㅋㅋㅎㅎㅋㅋㅋ왜 거짓말하노? ㅋㅋㅋㅋㅋㅋㅋㅋ,0
5136,원래 수준이 그래,1
5137,호주에서는 남자들이 동물보다 못한존재라던데ㅋㅋ,0
5138,나베가 나베했네요!,0
5139,전에 제주도 여행 갔는데 폭포 앞에 사진 잘나오는 포토존에서 사진 찍는거 기다렸는데 앞의 6명의 짱게이 때문에 짜증남먼저 6명 각자 한장씩 찍음다음 번갈아 가면서 둘이나  셋이서 짝 지어서 찍음 정말 끝나서 싶어 찍을려고 하니 그  6명이 다 모여서 포즈 바꿔가면서 또 사진 찍음이지랄 하고 있음,1
5140,행함이 없어도 불경건한 자를 의롭다 하시는 그분을 믿는 사람에게는 그의 믿음이 의로 여겨지느니라.,0
5141,짱깨들 말하는 거임? 짱깨국이 무상의료라고?,1
5142,빡대가리들에게 방법을 가르쳐주시면 ㅠㅜ,1
5143,누가 뭐래냐?,0
5144,시발 정작 지네들 자식은 몸쓰는일 안시킬거면서 개지랄떠네 ㅋㅋㅋ,1
5145,용접협회 무시하지 마라. 저기 현장 고수및 용접에 관한 전문지식 가진 대학 교수 학자들 모임이다. 파워력 쎄다.,0
5146,너도 해,0
5147,안하는 애들도 결국 학업에 흥미를 못 느꼈다는거니까,0
5148,니들 틀딱들 닭빨고 진빨고 중국빨고 그때그때 빠는새끼들임 닭이 친중하면 중국도 빨고 오성홍기절하고 아님? 억울하면 논리적으로 반박을 해 ㅋ,1
5149,그냥 홀딩하세요,0
5150,만 나이 공식화도,0
5151,꼴리지는 않고 그냥 존나 귀엽다 ,1
5152,그냥 선거철에 지 지지자 결집시키는거임 자기 지지층엔 아시아인이 별로 없고 이민자들 싫어하는 사람들이 대부분이니까,0
5153,오마쥬가 뭔진 앎?,0
5154,4카 성공,0
5155,쓰레기들은 휴지통으로,0
5156,크로캅이 본야스키 개털던거 생각나네 ㅋㅋㅋㅋㅋㅋ진짜 개잡듯 잡아팼지 ㅋㅋㅋㅋ전직 은행원 본야스키 ㅋ,1
5157,용팔이,0
5158,그러니깐 딜도로 쑤셔박아야한다는거지?,1
5159,그래서 씨발롬아 PC가 나쁘다는 거야 좋다는 거야?,1
5160,미쳤나 진짜 시발,1
5161,"나 키 183인데 사람들끼리있을때 누가 자기키 177이라하면 나는 ""어? 내키는 175인데?""해주면 주변사람들이 오오 너희 둘이 키재봐라 하는데 키재면 내가 더큼 ㅋㅋㅋ 슬퍼하는모습보는거 개꿀잼",0
5162,아..이분 볼때마다 심장이 뭉클해지네,0
5163,ㄹㅇ 시위 진압 ㅆㅅㅌㅊ였음,0
5164,정재야 니 와그라노,0
5165,뭔가 잘못이해한거같은데 문희상 천황드립이란 소린 문희상이 천황으로 말해서 잘못했다는게 아니라(애초에 일왕이라고 함) 지금 천황이 전범 아들이니까 위안부에게 직접 사과시켜야한다는 말이 불러올 파장을 생각도 못하고 경솔하게 대처해서 빌미를 줬다는 말이야,0
5166,진짜 몇시간씩 할 정도면 히로뽕맞고 하는거일수도있다경교대있을때 뽕쟁이 재소자 의무실간다고 계호할때인데 내보고 히로뽕하는게 단순하게 기분 좋은것보다 목적이 ㅅㅅ라던데비아그라보다 효과 좋단다 ㅋㅋㅋ,1
5167,"휴게소, 마트 등의 여성전용주차장 보고 분노를 해야지",0
5168,질렀으면 끝을 봐야지 ㅆㅂ 만나자해서 이야기해라 머리채 잡고 내가 너 좋와하면 안되냐 그담 허리띠를 풀고....,1
5169,앞머리 좀 자르던가 ㅅㅂ ,1
5170,아 그런거야? ㅋㅋㅋ,0
5171,영혼까지팔아도 된다는놈일거야,0
5172,그때 조언했으면 멱살부터 잡을놈이ㅋㅋ,1
5173,남친이노?,0
5174,진주네요...여기 동네에 잠시 살았는데...여기 주차 장난아닙니다.....그냥 욕만 나오죠...,0
5175,대구경북 당선조건 : 매국노,1
5176,개찐따 답네 ㅋㅋㅋㅋㅋㅋ,1
5177,노가다 다니기 싫으면 노력해서 살지 그랬냐 틀딱들아 ㅋㅋ니들 어릴적 꿈이 용접사였냐?상황이 ㅎㅌㅊ가 되니까 그나마 할만한 용접이나 한거고 하다보니 돈도 되고 존나 힘든데 보람도 느끼니까 사람된것처럼 느끼나 본데노가다는 노가다임 주제를 알고 살자,1
5178,피파 회장도 보냈잖아.,0
5179,"우리나라였으면 남성1년 집해유예, 엄마 20년 때릴것같네요.  아님말구...",0
5180,와 석유 나는 나라의 위엄이 바로 저런거로구나. 근데 저런 선진국이 될수 있는 나라가 일부 새끼들이 그 부를 독점하려고 차도르 씌우고 전쟁광 놀음 하고 있는거잖여 ,1
5181,가봤는데 11만원정도면 차라리 걍 호텔뷔페감호텔뷔페에 랍스터가없는것도 아니고 그냥그랫음,0
5182,나 안동김씨,0
5183,새로오면 다 그렇게함 열심히 하는티를 팍팍내고 뭐 바꾸고 뭐하기로 하자 압박을 주잖냐 10년간 너무 타성에 젖어살았던거 아니냐? 위기감없이,0
5184,ㅂㄷㅂㄷ ㅋㅋㅋㅋㅋ 중국 욕하니 ㅂㄷㅂㄷ 하죠 ㅋㅋㅋㅋㅋㅋㅋㅋ,1
5185,정치인위에 문재앙 ,1
5186,오이 오이 아부네,0
5187,무게치는거에 인생버린새끼들,1
5188,빌런vs빌런,0
5189,저거 안비싸,0
5190,가세연에서 정규재 위장보수 분탕이라고 좆나깜 ㅋㅋㅋㅋㅋ ,1
5191,수술도 남자 의사가 잘한다,0
5192,이봐요 미친놈씨,1
5193,그러나 그건 수치상일뿐 현실은 굉장히 망할 가능성이 높은 나라지,0
5194,여자들 물뽕 처먹여 강간하고 동영상 찍은게 죄가 아니었구나 ㅋㅋ버닝썬이  중국 삼합회 자금 세탁소라면서?,1
5195,이게 여자다,0
5196,키 170 27살 따먹은여자 23명 ㅁㅌㅊ?,1
5197,막상 마주치면 쫄보 새끼 마냥 쳐다도 못 볼 새끼가 조디만 살아가 ㅋㅋㅋ,1
5198,저런 도로에서 정차 하는거 봤냐? 당연히 저상황이면 4p가 아니라 브렘보 조상님이 와도 못세움. 내말은 최소 50키로 이상은 달릴꺼라고 가정하고 같이 도로를 공유하는건데. 시발럼아 그리고 저 사고는 차간거리가 문제가 아니야. 정차가 불가능한 도로에서 선건데 씨발. 참고로 블박차도 무적권 과실은 잡힘. 내가 말하는 적당함이라는건 사회적으로 용납이 가능한 암묵적인 룰 같은거지,1
5199,백종원 음식 너무 자극적임,0
5200,거짓말아니고 소방관들 저런거 존나 흔하다내가 입 털어도 몇 명 구속되겠네개방관들 진짜 개새끼들임,1
5201,우스갯소리로 많이하던거니까,0
5202,박정희만세 문재인 개새끼 김대중씨발새끼 전라도 폭동,1
5203,빠따로 전신마사지해주는데 모든사람들이 너무 기분좋았는지 엎드려서 잠만자더라,1
5204,1절만해라 짤게에 또 글올리지말고 ㅋㅋㅋ,1
5205,이만희총회장님께서 신천지구원으로 전세계에서 몰려 온다 하셨습니다.,0
5206,음.. 유튜브안하니?,0
5207,"누가 따라다니면서, 교통법규위반 계속 신고할듯.",0
5208,와 근데 너가 만약 짤같은 상황에서 성공하면 존나 꼴릴것같다.,1
